"Current Name and SPRAT ID","Current Name and SPRAT ID","Current Name and SPRAT ID","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Documents ","EPBC Act Documents ","Taxonomic Data","Taxonomic Data","Taxonomic Data","Taxonomic Data","Taxonomic Data","Taxonomic Data","Taxonomic Data","State, Territory and International Threatened Species","State, Territory and International Threatened Species",
"Taxon ID","Scientific Name","Common Name","EPBC Threat Status","EPBC Threatened Species Listed Name","EPBC Threatened Species Date Effective","EPBC Act Migratory","Marine Status","Listed Name Marine","Conservation Advice","Recovery Plan","Kingdom","Phylum","Class","Order","Family","Genus","Taxon Group","IUCN Red List","IUCN Red List Listed Names",
"14684","Canarium muelleri","Queensland Elemi Tree, Scrub Turpentine","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Burseraceae","Canarium","dicots (two seed leaves)","Least Concern","Canarium muelleri",
"20620","Canarium vitiense", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Burseraceae","Canarium","dicots (two seed leaves)","Least Concern","Canarium vitiense",
"4230","Canavalia papuana", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Canavalia","dicots (two seed leaves)","Least Concern","Canavalia papuana",
"8903","Canavalia rosea","Wild Jack-bean, Norfolk Island Bean, Coastal Jack-bean","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Canavalia","dicots (two seed leaves)","Least Concern","Canavalia rosea",
"3070","Canavalia sericea", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Canavalia","dicots (two seed leaves)","Least Concern","Canavalia sericea",
"86544","Cantharellus noumeae","stony coral","","","","","","","","","Animalia","Cnidaria","Anthozoa","Scleractinia","Fungiidae","Cantharellus","anemones, corals","Endangered","Cantharellus noumeae",
"86545","Canthocamptus echinopyge","copepod","","","","","","","","","Animalia","Arthropoda","Crustacea","Harpacticoida","Canthocamptidae","Canthocamptus","crustaceans","Vulnerable","Canthocamptus echinopyge",
"86546","Canthocamptus longipes","copepod","","","","","","","","","Animalia","Arthropoda","Crustacea","Harpacticoida","Canthocamptidae","Canthocamptus","crustaceans","Vulnerable","Canthocamptus longipes",
"86547","Canthocamptus mammillifurca","copepod","","","","","","","","","Animalia","Arthropoda","Crustacea","Harpacticoida","Canthocamptidae","Canthocamptus","crustaceans","Vulnerable","Canthocamptus mammillifurca",
"86559","Canthocamptus sublaevis","copepod","","","","","","","","","Animalia","Arthropoda","Crustacea","Harpacticoida","Canthocamptidae","Canthocamptus","crustaceans","Vulnerable","Canthocamptus sublaevis",
"86560","Canthocamptus tasmaniae","copepod","","","","","","","","","Animalia","Arthropoda","Crustacea","Harpacticoida","Canthocamptidae","Canthocamptus","crustaceans","Vulnerable","Canthocamptus tasmaniae",
"39","Caperea marginata","Pygmy Right Whale","","","","Listed","","","","","Animalia","Chordata","Mammalia","Cetacea","Neobalaenidae","Caperea","mammals","Least Concern","Caperea marginata",
"10888","Capparis arborea","Bush Caper Berry, Native Pomegranite, Tree Caper","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Capparales","Capparaceae","Capparis","dicots (two seed leaves)","Least Concern","Capparis arborea",
"9980","Capparis canescens","Wild Orange","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Capparales","Capparaceae","Capparis","dicots (two seed leaves)","Least Concern","Capparis canescens",
"7121","Capparis jacobsii", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Capparales","Capparaceae","Capparis","dicots (two seed leaves)","Least Concern","Capparis jacobsii",
"11130","Capparis loranthifolia","Narrowleaf Bumble, Wild Pomegranate","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Capparales","Capparaceae","Capparis","dicots (two seed leaves)","Least Concern","Capparis loranthifolia",
"6394","Capparis lucida", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Capparales","Capparaceae","Capparis","dicots (two seed leaves)","Least Concern","Capparis lucida",
"18256","Capparis mitchellii","Bumble, Wild Orange, Native Orange, Native Pomegranate, Desert Caper","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Capparales","Capparaceae","Capparis","dicots (two seed leaves)","Least Concern","Capparis mitchellii",
"6021","Capparis thozetiana", ,"Vulnerable","Capparis thozetiana","16-JUL-2000","","","","16-Dec-08","","Plantae","Magnoliophyta","Magnoliopsida","Capparales","Capparaceae","Capparis","dicots (two seed leaves)","","",
"8944","Capparis umbonata","Wild Orange, Northern Wild Orange","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Capparales","Capparaceae","Capparis","dicots (two seed leaves)","Least Concern","Capparis umbonata",
"64377","Caprimulgus affinis","Savanna Nightjar","","","","","","","","","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","birds","Least Concern","Caprimulgus affinis",
"676","Caprimulgus macrurus","Large-tailed Nightjar","","","","","","","","","Animalia","Chordata","Aves","Caprimulgiformes","Caprimulgidae","Caprimulgus","birds","Least Concern","Caprimulgus macrurus",
"76933","Caprodon longimanus","Longfin Perch","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae","Caprodon","ray-finned fishes","Least Concern","Caprodon longimanus",
"76934","Carangoides gymnostethus","Bludger Trevally","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Carangoides","ray-finned fishes","Least Concern","Carangoides gymnostethus",
"76935","Caranx bucculentus","Blue-Spotted Trevally","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Caranx","ray-finned fishes","Least Concern","Caranx bucculentus",
"76936","Caranx ignobilis","Giant Trevally","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Caranx","ray-finned fishes","Least Concern","Caranx ignobilis",
"76937","Caranx lugubris","Black Trevally","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Caranx","ray-finned fishes","Least Concern","Caranx lugubris",
"76938","Caranx melampygus","Bluefin Trevally","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Caranx","ray-finned fishes","Least Concern","Caranx melampygus",
"60705","Caranx sexfasciatus","Big Eye Trevally","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae","Caranx","ray-finned fishes","Least Concern","Caranx sexfasciatus",
"66557","Carassius auratus","Goldfish","","","","","","","","","Animalia","Chordata","Actinopterygii","Cypriniformes","Cyprinidae","Carassius","ray-finned fishes","Least Concern","Carassius auratus",
"88770","Carcharhinus albimarginatus","Silvertip Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus albimarginatus",
"88771","Carcharhinus amblyrhynchoides","Graceful Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus amblyrhynchoides",
"88772","Carcharhinus amblyrhynchos","Grey Reef Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Endangered","Carcharhinus amblyrhynchos",
"92438","Carcharhinus amboinensis","Pigeye Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus amboinensis",
"69103","Carcharhinus brachyurus","Bronze Whaler","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus brachyurus",
"88773","Carcharhinus brevipinna","Spinner Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus brevipinna",
"88188","Carcharhinus falciformis","Silky Shark","","","","Listed","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus falciformis",
"88775","Carcharhinus galapagensis","Galapagos Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Least Concern","Carcharhinus galapagensis",
"60763","Carcharhinus leucas","River Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus leucas",
"88776","Carcharhinus limbatus","Common Blacktip Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus limbatus",
"84108","Carcharhinus longimanus","Oceanic Whitetip Shark","","","","Listed","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Critically Endangered","Carcharhinus longimanus",
"88777","Carcharhinus macloti","Hardnose Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Near Threatened","Carcharhinus macloti",
"78464","Carcharhinus melanopterus","Blacktip reef shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Vulnerable","Carcharhinus melanopterus",
"69104","Carcharhinus obscurus","Dusky Whaler, Dusky Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Endangered","Carcharhinus obscurus",
"86561","Carcharhinus plumbeus","Sandbar Shark, Northern Whaler Shark, Sand Shark, Thickskin Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Endangered","Carcharhinus plumbeus",
"69105","Carcharhinus sorrah","Spot Tail Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Near Threatened","Carcharhinus sorrah",
"69106","Carcharhinus tilstoni","Black Tip Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharhinus","sharks","Least Concern","Carcharhinus tilstoni",
"64469","Carcharias taurus","Grey Nurse Shark","","","","","","","","","Animalia","Chordata","Chondrichthyes","Lamniformes","Odontaspididae","Carcharias","sharks","Critically Endangered","Carcharias taurus",
"68751","Carcharias taurus (east coast population)","Grey Nurse Shark (east coast population)","Critically Endangered","Carcharias taurus (east coast population)","16-OCT-2001","","","","","14-Aug-14","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharias","sharks","Critically Endangered","Carcharias taurus (east coast population)",
"68752","Carcharias taurus (west coast population)","Grey Nurse Shark (west coast population)","Vulnerable","Carcharias taurus (west coast population)","16-OCT-2001","","","","","14-Aug-14","Animalia","Chordata","Chondrichthyes","Carcharhiniformes","Carcharhinidae","Carcharias","sharks","","",
"64470","Carcharodon carcharias","White Shark, Great White Shark","Vulnerable","Carcharodon carcharias","16-JUL-2000","Listed","","","","06-Aug-13","Animalia","Chordata","Chondrichthyes","Lamniformes","Lamnidae","Carcharodon","sharks","Vulnerable","Carcharodon carcharias",
"8038","Cardiospermum halicacabum","Heart Pea, Balloon Vine","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Cardiospermum","dicots (two seed leaves)","Least Concern","Cardiospermum halicacabum",
"403","Carduelis carduelis","European Goldfinch","","","","","","","","","Animalia","Chordata","Aves","Passeriformes","Fringillidae","Carduelis","birds","Least Concern","Carduelis carduelis",
"2659","Cardwellia sublimis","Northern Silky Oak, Bull Oak, Golden Spanglewood, Oongaary, Silky Oak, Oak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Cardwellia","dicots (two seed leaves)","Least Concern","Cardwellia sublimis",
"1763","Caretta caretta","Loggerhead Turtle","Endangered","Caretta caretta","16-JUL-2000","Listed as Cheloniidae","Listed","Caretta caretta","","03-Jun-17","Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Caretta","reptiles","Vulnerable","Caretta caretta",
"91331","Caretta caretta South Pacific subpopulation","Loggerhead Turtle (South Pacific subpopulation)","","","","","","","","","Animalia","Chordata","Reptilia","Testudines","Cheloniidae","Caretta","reptiles","Critically Endangered","Caretta caretta South Pacific subpopulation",
"1762","Carettochelys insculpta","Pig-nosed Turtle, Pitted Shell Turtle","","","","","","","","","Animalia","Chordata","Reptilia","Testudines","Carettochelydidae","Carettochelys","reptiles","Endangered","Carettochelys insculpta",
"7612","Carex buxbaumii", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Cyperales","Cyperaceae","Carex","monocots (single seed leaf)","Least Concern","Carex buxbaumii",
"7652","Carex canescens", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Cyperales","Cyperaceae","Carex","monocots (single seed leaf)","Least Concern","Carex canescens",
"82704","Carex comans","New Zealand Hair Sedge, Frosted Curls, Frosty Curls, New Zealand Sedge, Maurea (NZ), Longwood Tussock (NZ)","","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Cyperales","Cyperaceae","Carex","monocots (single seed leaf)","Least Concern","Carex albula",
"20574","Carex echinata","Star Sedge","","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Cyperales","Cyperaceae","Carex","monocots (single seed leaf)","Least Concern","Carex echinata",
"21137","Carex hebes", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Cyperales","Cyperaceae","Carex","monocots (single seed leaf)","Least Concern","Carex hebes",
"17223","Carex lophocarpa", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Cyperales","Cyperaceae","Carex","monocots (single seed leaf)","Least Concern","Carex lophocarpa",
"52783","Carex maculata", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Cyperales","Cyperaceae","Carex","monocots (single seed leaf)","Least Concern","Carex maculata",
"87699","Caridina spelunca", ,"","","","","","","","","Animalia","Arthropoda","Malacostraca","Decapoda","Atyidae","Caridina","crabs, lobsters, shrimps, woodlice","Vulnerable","Caridina spelunca",
"87700","Caridina thermophila", ,"","","","","","","","","Animalia","Arthropoda","Malacostraca","Decapoda","Atyidae","Caridina","crabs, lobsters, shrimps, woodlice","Endangered","Caridina thermophila",
"90204","Carinascincus coventryi","Southern Forest Cool-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carinascincus","reptiles","Least Concern","Carinascincus coventryi",
"90205","Carinascincus greeni","Alpine Cool-skink, Northern Snow Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carinascincus","reptiles","Vulnerable","Carinascincus greeni",
"90206","Carinascincus metallicus","Metallic Cool-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carinascincus","reptiles","Least Concern","Carinascincus metallicus",
"90207","Carinascincus microlepidotus","Boulder Cool-skink, Southern Snow Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carinascincus","reptiles","Vulnerable","Carinascincus microlepidotus",
"90208","Carinascincus ocellatus","Ocellated Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carinascincus","reptiles","Least Concern","Carinascincus ocellatus",
"90209","Carinascincus orocryptus","Heath Cool-skink, Mountain Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carinascincus","reptiles","Vulnerable","Carinascincus orocryptus",
"90203","Carinascincus palfreymani","Pedra Branca Skink,  Pedra Branca Cool-skink, Red-throated Skink","Vulnerable","Carinascincus palfreymani","16-JUL-2000","","","","29-Apr-14","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carinascincus","reptiles","Vulnerable","Carinascincus palfreymani",
"90210","Carinascincus pretiosus","Agile Cool-skink, Tasmanian Tree Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carinascincus","reptiles","Least Concern","Carinascincus pretiosus",
"84128","Carinotrachia carsoniana","a camaenid land snail","","","","","","","","","Animalia","Mollusca","Gastropoda","Pulmonata","Camaenidae","Carinotrachia","snails, slugs","Vulnerable","Carinotrachia carsoniana",
"78599","Carissa spinarum", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Apocynaceae","Carissa","dicots (two seed leaves)","Least Concern","Carissa spinarum",
"1533","Carlia amax","Bauxite Rainbow-skink, Two-spined Rainbow Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia amax",
"88555","Carlia decora","Elegant Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia decora",
"1537","Carlia dogare","Sandy Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia dogare",
"1539","Carlia gracilis","Slender Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia gracilis",
"88551","Carlia inconnexa","Whitsunday Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia inconnexa",
"1540","Carlia jarnoldae","Lined Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia jarnoldae",
"1541","Carlia johnstonei","Rough Brown Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia johnstonei",
"1542","Carlia longipes","Closed-litter Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia longipes",
"59224","Carlia munda","Shaded-litter Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia munda",
"1516","Carlia pectoralis","Open-litter Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia pectoralis",
"88552","Carlia quinquecarinata","Five-keeled Rainbow-skink ","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Data Deficient","Carlia quinquecarinata",
"1517","Carlia rhomboidalis","Blue-throated Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia rhomboidalis",
"1518","Carlia rimula","Crevice Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia rimula",
"59225","Carlia rostralis","Black-throated Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia rostralis",
"88553","Carlia rubigo","Orange-flanked Rainbow Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia rubigo",
"25936","Carlia rubrigularis","Northern Red-throated Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia rubrigularis",
"1519","Carlia rufilatus","Red-sided Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia rufilatus",
"1520","Carlia schmeltzii","Robust Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia schmeltzii",
"59226","Carlia storri","Brown Bicarinate Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia storri",
"1522","Carlia tetradactyla","Southern Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia tetradactyla",
"1523","Carlia triacantha","Desert Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia triacantha",
"1524","Carlia vivax","Lively Skink, Tussock Rainbow-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Least Concern","Carlia vivax",
"88554","Carlia wundalthini","Cape Melville Rainbow Skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Carlia","reptiles","Vulnerable","Carlia wundalthini",
"92480","Carnarvoncochlea exigua","an aquatic snail","","","","","","","","","Animalia","Mollusca","Gastropoda","Sorbeoconcha","Tateidae","Carnarvoncochlea","snails, slugs","Endangered","Carnarvoncochlea exigua",
"11478","Carnarvonia araliifolia","Red Oak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Carnarvonia","dicots (two seed leaves)","Least Concern","Carnarvonia araliifolia",
"1769","Carphodactylus laevis","Chameleon Gecko","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Carphodactylidae","Carphodactylus","reptiles","Least Concern","Carphodactylus laevis",
"24178","Carronia pedicellata", ,"Endangered","Carronia pedicellata","16-JUL-2000","","","","16-Dec-08","","Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Menispermaceae","Carronia","dicots (two seed leaves)","","",
"83949","Carterornis leucotis","White-eared Monarch","","","","","","","","","Animalia","Chordata","Aves","Passeriformes","Dicruridae","Carterornis","birds","Least Concern","Carterornis leucotis",
"26936","Casearia dallachii", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Violales","Flacourtiaceae","Casearia","dicots (two seed leaves)","Least Concern","Casearia dallachyi",
"21344","Casearia grewiifolia", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Violales","Flacourtiaceae","Casearia","dicots (two seed leaves)","Least Concern","Casearia grewiifolia",
"10183","Cassia brewsteri","Native Laburnum","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Caesalpiniaceae","Cassia","dicots (two seed leaves)","Least Concern","Cassia brewsteri",
"6984","Cassia tomentella", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Caesalpiniaceae","Cassia","dicots (two seed leaves)","Least Concern","Cassia tomentella",
"7246","Cassine australis","Red Olive-plum, Narrow-leaved Red Olive-plum","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Celastrales","Celastraceae","Cassine","dicots (two seed leaves)","Least Concern","Cassine australis",
"8030","Cassine melanocarpa", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Celastrales","Celastraceae","Cassine","dicots (two seed leaves)","Least Concern","Cassine melanocarpa",
"21885","Cassinia rugata","Wrinkled Cassinia, Wrinkled Dollybush","Vulnerable","Cassinia rugata","16-JUL-2000","","","","16-Dec-16","22-Dec-06","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cassinia","dicots (two seed leaves)","","",
"81640","Cassinia tegulata","Avenue Cassinia","Critically Endangered","Cassinia tegulata","08-JAN-2009","","","","08-Jan-09","","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Cassinia","dicots (two seed leaves)","","",
"8389","Castanospora alphandii","Bown Tamarind","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Castanospora","dicots (two seed leaves)","Least Concern","Castanospora alphandii",
"4948","Casuarina cunninghamiana","River Oak, River Sheoak, Creek Oak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Casuarinales","Casuarinaceae","Casuarina","dicots (two seed leaves)","Least Concern","Casuarina cunninghamiana",
"21585","Casuarina equisetifolia","Coast Sheoak,  Beach Casuarina, Shingle Oak, Beach Sheoak, Horse-tail Sheoak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Casuarinales","Casuarinaceae","Casuarina","dicots (two seed leaves)","Least Concern","Casuarina equisetifolia",
"18741","Casuarina glauca","Swamp Sheoak, Swamp Oak, Grey Swamp Sheoak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Casuarinales","Casuarinaceae","Casuarina","dicots (two seed leaves)","Least Concern","Casuarina glauca",
"5624","Casuarina obesa","Swamp Oak, Swamp Sheoak, Grey Bull Oak, Grey She Oak, Marsh Sheoak, Swampy Oak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Casuarinales","Casuarinaceae","Casuarina","dicots (two seed leaves)","Least Concern","Casuarina obesa",
"21919","Casuarina pauper","Belah, Black Oak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Casuarinales","Casuarinaceae","Casuarina","dicots (two seed leaves)","Least Concern","Casuarina pauper",
"1096","Casuarius casuarius","Southern Cassowary","","","","","","","","","Animalia","Chordata","Aves","Casuariiformes","Casauriidae","Casuarius","birds","Least Concern","Casuarius casuarius",
"25986","Casuarius casuarius johnsonii","Southern Cassowary, Australian Cassowary, Double-wattled Cassowary","Endangered","Casuarius casuarius johnsonii","16-JUL-2000","","","","","27-Mar-08","Animalia","Chordata","Aves","Struthioniformes","Casuariidae","Casuarius","birds","","",
"78468","Catalaphyllia jardinei","Elegance Coral","","","","","","","","","Animalia","Cnidaria","Anthozoa","Scleractinia","Euphylliidae","Catalaphyllia","anemones, corals","Vulnerable","Catalaphyllia jardinei",
"68230","Catalepidia heyana", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Catalepidia","dicots (two seed leaves)","Least Concern","Catalepidia heyana",
"83956","Caulastraea echinulata","Candy Cane","","","","","","","","","Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Caulastraea","anemones, corals","Vulnerable","Caulastraea echinulata",
"88780","Caulastraea furcata","Finger Coral","","","","","","","","","Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Caulastraea","anemones, corals","Least Concern","Caulastraea furcata",
"80610","Cecropis daurica","Red-rumped Swallow","","","","Listed","Listed - overfly marine area","Hirundo daurica","","","Animalia","Chordata","Aves","Passeriformes","Hirundinidae","Cecropis","birds","Least Concern","Cecropis daurica",
"4436","Celtis australis","Nettle Tree, Southern Nettle Tree, European Hackberry, Lote-tree, European Nettletree, Honey-Berry, Sugar Berry","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Urticales","Cannabaceae","Celtis","dicots (two seed leaves)","Least Concern","Celtis australis",
"4172","Celtis philippensis", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Urticales","Cannabaceae","Celtis","dicots (two seed leaves)","Least Concern","Celtis philippensis",
"28494","Celtis strychnoides", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Urticales","Cannabaceae","Celtis","dicots (two seed leaves)","Least Concern","Celtis strychnoides",
"14240","Cenarrhenes nitida","Native Plum","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Cenarrhenes","dicots (two seed leaves)","Least Concern","Cenarrhenes nitida",
"84274","Cenchrus basedowii","Asbestos Grass","","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Cyperales","Poaceae","Cenchrus","monocots (single seed leaf)","Least Concern","Cenchrus basedowii",
"9118","Centaurium erythraea","Common Centaury","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Gentianaceae","Centaurium","dicots (two seed leaves)","Least Concern","Centaurium erythraea",
"13030","Centella asiatica","Pennywort","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Apiales","Apiaceae","Centella","dicots (two seed leaves)","Least Concern","Centella asiatica",
