"Current Name and SPRAT ID","Current Name and SPRAT ID","Current Name and SPRAT ID","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Threatened, Migratory, Marine and Cetacean Species ","EPBC Act Documents ","EPBC Act Documents ","Taxonomic Data","Taxonomic Data","Taxonomic Data","Taxonomic Data","Taxonomic Data","Taxonomic Data","Taxonomic Data","State, Territory and International Threatened Species","State, Territory and International Threatened Species",
"Taxon ID","Scientific Name","Common Name","EPBC Threat Status","EPBC Threatened Species Listed Name","EPBC Threatened Species Date Effective","EPBC Act Migratory","Marine Status","Listed Name Marine","Conservation Advice","Recovery Plan","Kingdom","Phylum","Class","Order","Family","Genus","Taxon Group","IUCN Red List","IUCN Red List Listed Names",
"11973","Hakea nitida", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea nitida",
"18773","Hakea nodosa","Yellow Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea nodosa",
"15054","Hakea obliqua", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea obliqua",
"20751","Hakea obtusa", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea obtusa",
"75525","Hakea ochroptera","Dorrigo Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea ochroptera",
"13959","Hakea oldfieldii", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea oldfieldii",
"16862","Hakea oleifolia", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea oleifolia",
"11570","Hakea orthorrhyncha", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea orthorrhyncha",
"46302","Hakea pachyphylla", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea pachyphylla",
"18814","Hakea pandanicarpa", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea pandanicarpa",
"16584","Hakea pedunculata", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea pedunculata",
"55349","Hakea pendens", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea pendens",
"13575","Hakea persiehana", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Data Deficient","Hakea persiehana",
"17937","Hakea petiolaris", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Data Deficient","Hakea petiolaris",
"19217","Hakea platysperma", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea platysperma",
"3807","Hakea plurinervia", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea plurinervia",
"46446","Hakea polyanthema", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea polyanthema",
"16828","Hakea preissii", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea preissii",
"46471","Hakea pritzelii", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Data Deficient","Hakea pritzelii",
"6727","Hakea propinqua", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea propinqua",
"15329","Hakea prostrata","Harsh Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea prostrata",
"55350","Hakea psilorrhyncha", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea psilorrhyncha",
"14228","Hakea pulvinifera","Lake Keepit Hakea","Endangered","Hakea pulvinifera","16-JUL-2000","","","","15-Jul-16","09-Mar-01","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Critically Endangered","Hakea pulvinifera",
"7147","Hakea purpurea", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea purpurea",
"8047","Hakea pycnoneura", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea pycnoneura",
"6868","Hakea recurva", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea recurva",
"16884","Hakea repullulans","Furze Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea repullulans",
"6036","Hakea rhombales", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea rhombales",
"65010","Hakea rigida", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea rigida",
"7941","Hakea rostrata","Beaked Hakea, Turkey Gobblers, Kidney Bush","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea rostrata",
"10969","Hakea rugosa","Dwarf Hakea, Wrinkled Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea rugosa",
"17489","Hakea ruscifolia", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea ruscifolia",
"4462","Hakea salicifolia","Willow-leaved Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea salicifolia",
"9181","Hakea scoparia", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea scoparia",
"7328","Hakea sericea","Silky Hakea, Bushy Needlewood, Needlebush, Needle Bush","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea sericea",
"3475","Hakea smilacifolia", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea smilacifolia",
"10699","Hakea standleyensis", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea standleyensis",
"19679","Hakea stenocarpa", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea stenocarpa",
"20089","Hakea stenophylla", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Data Deficient","Hakea stenophylla",
"13493","Hakea strumosa", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea strumosa",
"11091","Hakea subsulcata", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Near Threatened","Hakea subsulcata",
"14463","Hakea sulcata", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea sulcata",
"15266","Hakea tephrosperma","Hooked Needlwood","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea tephrosperma",
"11857","Hakea teretifolia","Dagger Hakea, Narrow-fruited Needlebush","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea teretifolia",
"19425","Hakea trifurcata", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea trifurcata",
"15931","Hakea trineura","Three-veined Hakea","Vulnerable","Hakea trineura","16-JUL-2000","","","","16-Dec-08","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Vulnerable","Hakea trineura",
"27906","Hakea tuberculata", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea tuberculata",
"9210","Hakea ulicina","Furze Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea ulicina",
"15898","Hakea undulata", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Near Threatened","Hakea undulata",
"2752","Hakea varia","Variable-leaved Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea varia",
"14634","Hakea verrucosa", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea verrucosa",
"7680","Hakea victoria","Royal Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Least Concern","Hakea victoria",
"10777","Hakea vittata","Striped Hakea","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Hakea","dicots (two seed leaves)","Endangered","Hakea vittata",
"76958","Haletta semifasciata","Grass Whiting","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Odacidae","Haletta","ray-finned fishes","Least Concern","Haletta semifasciata",
"15904","Halfordia kendack","Southern Ghittoe, Saffron Heart","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Rutaceae","Halfordia","dicots (two seed leaves)","Least Concern","Halfordia kendack",
"943","Haliaeetus leucogaster","White-bellied Sea-Eagle","","","","","Listed","Haliaeetus leucogaster","","","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Haliaeetus","birds","Least Concern","Haliaeetus leucogaster",
"944","Haliastur indus","Brahminy Kite","","","","","Listed","Haliastur indus","","","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Haliastur","birds","Least Concern","Haliastur indus",
"945","Haliastur sphenurus","Whistling Kite","","","","","Listed - overfly marine area","Haliastur sphenurus","","","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Haliastur","birds","Least Concern","Haliastur sphenurus",
"66218","Halicampus boothae","Booth's Pipefish","","","","","Listed","Halicampus boothae","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Halicampus","ray-finned fishes","Least Concern","Halicampus boothae",
"66219","Halicampus brocki","Brock's Pipefish","","","","","Listed","Halicampus brocki","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Halicampus","ray-finned fishes","Least Concern","Halicampus brocki",
"66220","Halicampus dunckeri","Red-hair Pipefish, Duncker's Pipefish","","","","","Listed","Halicampus dunckeri","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Halicampus","ray-finned fishes","Least Concern","Halicampus dunckeri",
"66221","Halicampus grayi","Mud Pipefish, Gray's Pipefish","","","","","Listed","Halicampus grayi","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Halicampus","ray-finned fishes","Least Concern","Halicampus grayi",
"66222","Halicampus macrorhynchus","Whiskered Pipefish, Ornate Pipefish","","","","","Listed","Halicampus macrorhynchus","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Halicampus","ray-finned fishes","Least Concern","Halicampus macrorhynchus",
"66223","Halicampus mataafae","Samoan Pipefish","","","","","Listed","Halicampus mataafae","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Halicampus","ray-finned fishes","Least Concern","Halicampus mataafae",
"66224","Halicampus nitidus","Glittering Pipefish","","","","","Listed","Halicampus nitidus","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Halicampus","ray-finned fishes","Least Concern","Halicampus nitidus",
"66225","Halicampus spinirostris","Spiny-snout Pipefish","","","","","Listed","Halicampus spinirostris","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Halicampus","ray-finned fishes","Least Concern","Halicampus spinirostris",
"88148","Halichoeres melanurus","Hoeven's Wrasse, Three-eyed Wrasse","","","","","","","","","Animalia","Chordata","Actinopterygii","Perciformes","Labridae","Halichoeres","ray-finned fishes","Least Concern","Halichoeres melanurus",
"66226","Haliichthys taeniophorus","Ribboned Pipehorse, Ribboned Seadragon","","","","","Listed","Haliichthys taeniophorus","","","Animalia","Chordata","Actinopterygii","Syngnathiformes","Syngnathidae","Haliichthys","ray-finned fishes","Least Concern","Haliichthys taeniophorus",
"69160","Haliotis asinina","Asses Ear Abalone, Donkey's Ear Abalone","","","","","","","","","Animalia","Mollusca","Gastropoda","Vetigastropoda","Haliotidae","Haliotis","snails, slugs","Least Concern","Haliotis asinina",
"78112","Haliotis coccoradiata","Scarlet-rayed Abalone, Ear Shell","","","","","","","","","Animalia","Mollusca","Gastropoda","Vetigastropoda","Haliotidae","Haliotis","snails, slugs","Least Concern","Haliotis coccoradiata",
"69162","Haliotis laevigata","Greenlip Abalone","","","","","","","","","Animalia","Mollusca","Gastropoda","Vetigastropoda","Haliotidae","Haliotis","snails, slugs","Vulnerable","Haliotis laevigata",
"92432","Haliotis melculus","Honey Abalone","","","","","","","","","Animalia","Mollusca","Gastropoda","Vetigastropoda","Haliotidae","Haliotis","snails, slugs","Vulnerable","Haliotis melculus",
"69163","Haliotis roei","Roe's Abalone","","","","","","","","","Animalia","Mollusca","Gastropoda","Vetigastropoda","Haliotidae","Haliotis","snails, slugs","Near Threatened","Haliotis roei",
"92433","Haliotis rubiginosa","Lord Howe Abalone","","","","","","","","","Animalia","Mollusca","Gastropoda","Vetigastropoda","Haliotidae","Haliotis","snails, slugs","Critically Endangered","Haliotis rubiginosa",
"69164","Haliotis rubra","Blacklip Abalone","","","","","","","","","Animalia","Mollusca","Gastropoda","Vetigastropoda","Haliotidae","Haliotis","snails, slugs","Vulnerable","Haliotis rubra",
"75804","Haliotis scalaris","Staircase Abalone, Ridged-ear Abalone","","","","","","","","","Animalia","Mollusca","Gastropoda","Vetigastropoda","Haliotidae","Haliotis","snails, slugs","Least Concern","Haliotis scalaris",
"1059","Halobaena caerulea","Blue Petrel","Vulnerable","Halobaena caerulea","16-JUL-2000","","Listed","Halobaena caerulea","01-Oct-15","","Animalia","Chordata","Aves","Procellariiformes","Procellariidae","Halobaena","birds","Least Concern","Halobaena caerulea",
"19800","Halodule pinifolia", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Najadales","Cymodoceaceae","Halodule","monocots (single seed leaf)","Least Concern","Halodule pinifolia",
"5716","Halodule uninervis", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Najadales","Cymodoceaceae","Halodule","monocots (single seed leaf)","Least Concern","Halodule uninervis",
"89511","Halomitra pileus","a stony coral","","","","","","","","","Animalia","Cnidaria","Anthozoa","Scleractinia","Fungiidae","Halomitra","anemones, corals","Least Concern","Halomitra pileus",
"13862","Halophila australis", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Hydrocharitales","Hydrocharitaceae","Halophila","monocots (single seed leaf)","Least Concern","Halophila australis",
"4936","Halophila decipiens", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Hydrocharitales","Hydrocharitaceae","Halophila","monocots (single seed leaf)","Least Concern","Halophila decipiens",
"11195","Halophila minor", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Hydrocharitales","Hydrocharitaceae","Halophila","monocots (single seed leaf)","Least Concern, Least Concern","Halophila minor, Halophila ovata",
"6210","Halophila ovalis", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Hydrocharitales","Hydrocharitaceae","Halophila","monocots (single seed leaf)","Least Concern","Halophila ovalis",
"15389","Halophila spinulosa", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Hydrocharitales","Hydrocharitaceae","Halophila","monocots (single seed leaf)","Least Concern","Halophila spinulosa",
"4659","Halophila tricostata", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Hydrocharitales","Hydrocharitaceae","Halophila","monocots (single seed leaf)","Least Concern","Halophila tricostata",
"24636","Haloragis exalata subsp. exalata","Wingless Raspwort, Square Raspwort","Vulnerable","Haloragis exalata subsp. exalata","16-JUL-2000","","","","29-Apr-14","","Plantae","Magnoliophyta","Magnoliopsida","Haloragales","Haloragaceae","Haloragis","dicots (two seed leaves)","","",
"16839","Haloragis exalata subsp. velutina","Tall Velvet Sea-berry","Vulnerable","Haloragis exalata subsp. velutina","16-JUL-2000","","","","01-Oct-08","","Plantae","Magnoliophyta","Magnoliopsida","Haloragales","Haloragaceae","Haloragis","dicots (two seed leaves)","","",
"8737","Haloragis eyreana","Prickly Raspwort","Endangered","Haloragis eyreana","16-JUL-2000","","","","11-Apr-14","","Plantae","Magnoliophyta","Magnoliopsida","Haloragales","Haloragaceae","Haloragis","dicots (two seed leaves)","","",
"15371","Haloragis platycarpa","Broad-fruited Haloragis","Critically Endangered","Haloragis platycarpa","18-AUG-2006","","","","01-Oct-08","12-Mar-10","Plantae","Magnoliophyta","Magnoliopsida","Haloragales","Haloragaceae","Haloragis","dicots (two seed leaves)","","",
"6480","Haloragodendron lucasii","Hal","Endangered","Haloragodendron lucasii","16-JUL-2000","","","","26-Mar-08","","Plantae","Magnoliophyta","Magnoliopsida","Haloragales","Haloragaceae","Haloragodendron","dicots (two seed leaves)","","",
"20271","Haloragodendron racemosum", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Haloragales","Haloragaceae","Haloragodendron","dicots (two seed leaves)","Least Concern","Haloragodendron racemosum",
"946","Hamirostra melanosternon","Black-breasted Buzzard","","","","","","","","","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Hamirostra","birds","Least Concern","Hamirostra melanosternon",
"5118","Hanguana malayana", ,"","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Liliales","Hanguanaceae","Hanguana","monocots (single seed leaf)","Least Concern","Hanguana malayana",
"77068","Hapalochlaena fasciata","Blue-lined Octopus","","","","","","","","","Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Hapalochlaena","squid, cuttlefish, octopus, nautilus","Least Concern","Hapalochlaena fasciata",
"77069","Hapalochlaena maculosa","Southern Blue-ringed Octopus","","","","","","","","","Animalia","Mollusca","Cephalopoda","Octopoda","Octopodidae","Hapalochlaena","squid, cuttlefish, octopus, nautilus","Least Concern","Hapalochlaena maculosa",
"13524","Harpullia alata","Wing-leaved Tulipwood","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Harpullia","dicots (two seed leaves)","Least Concern","Harpullia alata",
"12113","Harpullia arborea", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Harpullia","dicots (two seed leaves)","Least Concern","Harpullia arborea",
"19080","Harpullia hillii","Blunt-leaved Tulip Tree, Hill's Tulipwood","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Harpullia","dicots (two seed leaves)","Least Concern","Harpullia hillii",
"8887","Harpullia pendula","Tulipwood, Tulip Lancewood","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Harpullia","dicots (two seed leaves)","Least Concern","Harpullia pendula",
"16768","Harpullia ramiflora", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Harpullia","dicots (two seed leaves)","Least Concern","Harpullia ramiflora",
"10079","Harpullia rhyticarpa", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Harpullia","dicots (two seed leaves)","Least Concern","Harpullia rhyticarpa",
"16973","Harpullia vaga", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Sapindaceae","Harpullia","dicots (two seed leaves)","Least Concern","Harpullia vaga",
"4752","Harrisonia brownii", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Sapindales","Simaroubaceae","Harrisonia","dicots (two seed leaves)","Least Concern","Harrisonia brownii",
"84785","Harrisoniascincus zia","Rainforest Cool-skink","","","","","","","","","Animalia","Chordata","Reptilia","Squamata","Scincidae","Harrisoniascincus","reptiles","Least Concern","Harrisoniascincus zia",
"86660","Hedleya macleayi","land snail","","","","","","","","","Animalia","Mollusca","Gastropoda","Architaenioglossa","Pupinidae","Hedleya","snails, slugs","Vulnerable","Hedleya macleayi",
"86661","Hedleyoconcha ailaketoae","land snail","","","","","","","","","Animalia","Mollusca","Gastropoda","Pulmonata","Charopidae","Hedleyoconcha","snails, slugs","Vulnerable","Hedleyoconcha ailaketoae",
"21473","Hedycarya loxocarya", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Laurales","Monimiaceae","Hedycarya","dicots (two seed leaves)","Least Concern","Hedycarya loxocarya",
"2103","Hedychium coronarium","White Ginger, White Ginger-lily","","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Zingiberales","Zingiberaceae","Hedychium","monocots (single seed leaf)","Data Deficient","Hedychium coronarium",
"12860","Hedyscepe canterburyana","Umbrella Palm, Big Mountain Palm","","","","","","","","","Plantae","Magnoliophyta","Liliopsida","Arecales","Arecaceae","Hedyscepe","monocots (single seed leaf)","Vulnerable","Hedyscepe canterburyana",
"91323","Heimioporus australis","a bolete","","","","","","","","","Eumycota","Basidiomycota","Basidiomycetes","Boletales","Boletaceae","Heimioporus","","Endangered","Heimioporus australis",
"1972","Heleioporus albopunctatus","Western Spotted Frog","","","","","","","","","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Heleioporus","frogs","Least Concern","Heleioporus albopunctatus",
"1973","Heleioporus australiacus","Giant Burrowing Frog","Vulnerable","Heleioporus australiacus","16-JUL-2000","","","","11-Apr-14","","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Heleioporus","frogs","Vulnerable","Heleioporus australiacus",
"1974","Heleioporus barycragus","Western Marsh Frog","","","","","","","","","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Heleioporus","frogs","Least Concern","Heleioporus barycragus",
"1975","Heleioporus eyrei","Moaning Frog","","","","","","","","","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Heleioporus","frogs","Least Concern","Heleioporus eyrei",
"1976","Heleioporus inornatus","Plains Frog","","","","","","","","","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Heleioporus","frogs","Least Concern","Heleioporus inornatus",
"1951","Heleioporus psammophilus","Sand Frog","","","","","","","","","Animalia","Chordata","Amphibia","Anura","Limnodynastidae","Heleioporus","frogs","Least Concern","Heleioporus psammophilus",
"86662","Helicarion leopardina","Leopard Semi-slug","","","","","","","","","Animalia","Mollusca","Gastropoda","Pulmonata","Helicarionidae","Helicarion","snails, slugs","Vulnerable","Helicarion leopardina",
"5702","Helichrysum calvertianum", ,"Vulnerable","Helichrysum calvertianum","25-SEP-2020","","","","25-Sep-20","","Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","Helichrysum","dicots (two seed leaves)","","",
"19561","Helicia australasica", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Helicia","dicots (two seed leaves)","Least Concern","Helicia australasica",
"10752","Helicia blakei", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Helicia","dicots (two seed leaves)","Least Concern","Helicia blakei",
"8581","Helicia ferruginea","Rusty Helicia, Rusty Oak, Hairy Honeysuckle","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Helicia","dicots (two seed leaves)","Vulnerable","Helicia ferruginea",
"3989","Helicia glabriflora","Smooth Helicia, Pale Oak, Leather Oak, Brown Oak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Helicia","dicots (two seed leaves)","Least Concern","Helicia glabriflora",
"19097","Helicia lamingtoniana","Lamington's Silky Oak, Silky Oak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Helicia","dicots (two seed leaves)","Least Concern","Helicia lamingtoniana",
"3530","Helicia nortoniana","Norton's Silky Oak","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Proteales","Proteaceae","Helicia","dicots (two seed leaves)","Least Concern","Helicia nortoniana",
"86586","Helicteres macrothrix", ,"Endangered","Helicteres macrothrix","18-AUG-2006","","","","29-Sep-08","","Plantae","Magnoliophyta","Magnoliopsida","Malvales","Malvaceae","Helicteres","dicots (two seed leaves)","","",
"93119","Heliodendron basalticum","Red Lancewood, Dead Finish","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Heliodendron","dicots (two seed leaves)","Least Concern","Archidendropsis basaltica",
"93120","Heliodendron thozetianum","Southern Siris, Grey Boxwood","","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","Heliodendron","dicots (two seed leaves)","Least Concern","Archidendropsis thozetiana",
"82495","Heliofungia actiniformis","Long Tentacle Plate Coral, Mushroom Coral","","","","","","","","","Animalia","Cnidaria","Anthozoa","Scleractinia","Fungiidae","Heliofungia","anemones, corals","Vulnerable","Heliofungia actiniformis",
"81677","Heliopora coerulea","blue coral","","","","","","","","","Animalia","Cnidaria","Anthozoa","Helioporacea","Helioporidae","Heliopora","anemones, corals","Vulnerable","Heliopora coerulea",
"10364","Heliotropium ovalifolium", ,"","","","","","","","","Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Boraginaceae","Heliotropium","dicots (two seed leaves)","Least Concern","Heliotropium ovalifolium",
